frame,trans_error,rot_error_deg
681,0.240248,0.396003
682,0.0337309,0.047326
683,0.254174,0.37823
684,0.187928,0.583344
685,0.41657,0.769691
686,0.0904031,0.283617
687,0.0939428,0.0798533
688,0,0.630758
689,0.142219,0.0651052
690,0,0.975129
691,0.202017,0.611474
692,0.193013,0.522817
693,0.475877,0.874444
694,0.60123,8.3203
695,0.325141,1.29902
696,0.076748,0.570295
697,0.337863,1.11886
698,0.222637,0.362154
699,0.0222512,0.569711
700,0.0589747,0.682744
701,0.156254,0.500748
702,0.0855289,0.332638
703,0,1.32587
704,0.0861887,0.160883
705,0.0301057,0.0366292
706,0.83327,1.71667
707,0.10843,0.153007
708,0.1057,0.153381
709,1.02707,1.84984
710,0.481528,0.682127
711,0.303198,0.458603
712,0.148934,0.161472
713,0.394682,1.10336
714,0.772902,0.945875
715,0.670555,1.00093
716,0.190345,0.821088
717,0.148105,0.697275
718,0.370206,0.112317
719,0.0931085,0.890828
720,0.218036,0.402142
721,0.248396,1.4479
722,0.204847,0.660534
723,0.0335783,1.11031
724,0.199402,0.524079
725,0.3043,1.07284
726,0.0844737,0.179398
727,0.175791,0.391264
728,0.521085,0.817354
729,0.0326987,0.0381967
730,0,1.47618
731,0.31341,1.16034
732,0.258243,0.100802
733,0.34192,0.508844
734,0.0137805,0.612917
735,0.169844,0.835435
736,0,3.27696
737,0.188205,2.43913
738,1.96836,0.477231
739,0.250914,0.780712
740,0.280509,0.0749339
741,0.300754,0.462756
742,0.0989597,1.40044
743,0.444988,1.07916
744,0.0916174,0.604994
745,0.388145,0.800722
746,0.775848,0.724298
747,0,1.74581
748,0.155886,0.537371
749,0.336079,1.49722
750,0.272581,0.390533
751,0.103294,0.608493
752,0.321917,0.645016
753,0.0571029,0.266594
754,0.0169439,0.179898
755,0.216692,0.844769
756,0.0629994,0.802081
757,0.439774,1.14667
758,0.675004,0.717555
759,0.109471,0.0806475
760,0.0399882,0.216615
761,0.0745172,0.174049
762,0.0344413,0.773119
763,0.193615,0.715049
764,0.0252229,2.31029
765,0.317752,2.92029
766,0.14974,0.912882
767,0.101602,0.745874
768,0.0555662,0.573382
769,0.202816,0.875814
770,0.0959855,0.562469
771,0.277358,1.04457
772,0.208437,0.59517
773,0.0641347,0.434372
774,0.161959,1.00845
775,0.0315223,0.976819
776,0.186616,0.149714
777,0.100364,0.169772
778,0.0363193,0.0899343
779,0.0519054,0.377624
780,0.219679,0.219744
781,0.132174,0.131872
782,0.177313,0.614828
783,0.229904,1.27601
784,0.0942754,0.252087
785,0.0341953,0.53619
786,0.0372461,0.184942
787,0.301131,0.44771
788,0.169587,0.753962
789,0.0347056,0.196226
790,0.237677,0.51733
791,0.0541895,0.236307
792,0.0117318,0.0479
793,0.133552,0.755531
