frame,trans_error,rot_error_deg
1135,0.368677,192.176
1136,0.0533281,0.12344
1137,0.627214,0.381969
1138,0.296545,0.698523
1139,0.634796,3.87817
1140,1.35327,9.33003
1141,1.03694,3.67941
1142,0.533967,101.783
1143,1.08354,4.59545
1144,0.656051,79.384
1145,0.994749,4.63143
1146,1.14173,5.69082
1147,0.660378,1.21902
1148,0.173784,0.274303
1149,1.61838,9.31326
1150,0.751385,76.1697
1151,1.14813,12.9968
1152,1.32484,10.3221
1153,1.38722,11.8045
1154,0.234809,0.482984
1155,1.41015,23.8278
1156,1.1934,42.8629
1157,0.902925,84.3981
1158,1.45284,6.90844
1159,1.12527,70.1115
1160,1.00842,14.9921
1161,0.619382,2.00293
1162,0.77744,64.6028
1163,1.04995,2.70549
1164,0.556642,99.3103
1165,0.991635,29.0637
1166,0.694984,1.37771
1167,0.593101,0.798225
1168,0.583636,2.68368
1169,0.663948,66.9633
1170,1.27232,4.10183
1171,0.471127,108.103
1172,1.21685,34.0704
